1708694419.9438987,53.9462377,-1.0537176,13,0.052000001072883606
1708694421.3563251,53.9462368,-1.0537177,13,0.014999999664723873
1708694422.7716982,53.9462381,-1.0537158,13,0.028999999165534973
1708694424.18331,53.9462382,-1.0537154,13,0.04699999839067459
1708694425.5556026,53.9462395,-1.0537126,13,0.3709999918937683
1708694427.106419,53.9462389,-1.0537098,13,0.11599999666213989
1708694428.622179,53.9462422,-1.0537078,13,0.23199999332427979
1708694430.0353587,53.9462452,-1.0537095,13,0.22300000488758087
1708694431.4478214,53.9462465,-1.0537147,13,0.4269999861717224
1708694432.8633828,53.9462498,-1.0537212,13,0.5189999938011169
1708694434.279725,53.9462397,-1.0537172,149,0.9229999780654907
1708694435.6914804,53.9462302,-1.0536999,155,0.6970000267028809
1708694437.1037183,53.9462237,-1.0536971,155,0.7459999918937683
1708694438.5155597,53.9462184,-1.0536886,155,0.8180000185966492
1708694439.9318075,53.946207,-1.0536876,155,0.3050000071525574
1708694441.34755,53.946209,-1.053684,155,0.3400000035762787
1708694442.7596438,53.9462077,-1.0537046,155,0.9869999885559082
1708694444.1715028,53.9462104,-1.0537125,155,0.5590000152587891
1708694445.587589,53.9462058,-1.0537217,155,0.32199999690055847
1708694446.9997013,53.9462045,-1.0537277,155,0.28600001335144043
1708694448.4157066,53.9462067,-1.0537335,30,1.1699999570846558
1708694449.8276637,53.9462251,-1.0537479,5,1.4359999895095825
1708694451.239841,53.9462318,-1.05376,352,1.312999963760376
1708694452.6558273,53.9462415,-1.0537861,337,1.3589999675750732
1708694454.0197139,53.9462468,-1.0537959,337,0.8840000033378601
1708694455.4356904,53.9462489,-1.0538205,337,0.9309999942779541
1708694456.8477616,53.9462371,-1.0538358,337,0.9480000138282776
1708694458.259767,53.946224,-1.0538475,291,0.42500001192092896
1708694459.6779103,53.9462116,-1.0538536,291,0.5270000100135803
1708694461.0875223,53.9462117,-1.0538504,291,0.4880000054836273
1708694462.503619,53.946208,-1.053838,291,0.7990000247955322
1708694463.915826,53.9462,-1.0538305,291,1.1059999465942383
1708694465.3316085,53.9461879,-1.0538253,223,1.3389999866485596
1708694466.7436965,53.9461657,-1.0538252,171,0.6230000257492065
1708694468.1597373,53.9461539,-1.0538295,171,1.034000039100647
1708694469.571729,53.9461455,-1.0538282,171,0.4449999928474426
1708694470.9836812,53.9461346,-1.0538336,171,0.32600000500679016
1708694472.3996296,53.9461331,-1.0538467,171,0.15000000596046448
1708694473.811814,53.946135,-1.0538416,171,0.4659999907016754
1708694475.2276716,53.9461334,-1.05384,171,0.09600000083446503
1708694476.739651,53.946151,-1.0538253,51,2.5429999828338623
1708694478.1516476,53.9461612,-1.0538301,42,1.2699999809265137
1708694479.567754,53.9461792,-1.0538365,1,0.8849999904632568
1708694480.9796703,53.9461827,-1.0538369,1,0.7170000076293945
1708694482.3439016,53.9461827,-1.05384,352,0.3889999985694885
1708694483.8557663,53.9461847,-1.0538307,352,0.6069999933242798
1708694485.2668161,53.9461862,-1.0538221,352,0.3490000069141388
1708694486.6877215,53.9461886,-1.053808,352,0.0820000022649765
