53.948282,-1.044353,275,1710511559,0,0,0
53.948298,-1.044349,275,1710511560,0,0,0
53.948298,-1.044379,275,1710511561,0,0,0
53.948304,-1.044371,275,1710511562,0,0,0
53.948304,-1.044371,275,1710511562,0,0,0
53.948304,-1.044371,275,1710511562,0,0,0
53.948304,-1.044371,275,1710511562,0,0,0
53.948304,-1.044371,275,1710511562,0,0,0
53.948304,-1.044371,275,1710511562,0,0,0
53.948355,-1.044366,275,1710511567,0,0,0
53.948301,-1.044425,275,1710511568,0,0,0
53.948276,-1.04441,275,1710511569,0,0,0
53.948288,-1.044378,275,1710511570,0,0,0
53.9483,-1.044321,275,1710511571,0,0,0
53.94828,-1.044343,275,1710511572,0,0,0
53.948326,-1.044262,45,1710511573,0,0,0
53.948301,-1.04425,49,1710511574,0,0,0
53.948296,-1.044245,49,1710511575,0,0,0
53.948283,-1.044238,59,1710511576,0,0,0
53.948283,-1.044264,59,1710511577,0,0,0
53.948303,-1.044233,19,1710511578,0,0,0
53.948318,-1.044232,358,1710511579,0,0,0
53.948317,-1.044235,356,1710511580,0,0,0
53.948308,-1.04422,356,1710511581,0,0,0
53.948318,-1.044186,356,1710511582,0,0,0
53.948324,-1.044175,356,1710511583,0,0,0
53.948324,-1.044175,356,1710511583,0,0,0
53.948324,-1.044175,356,1710511583,0,0,0
53.948324,-1.044175,356,1710511583,0,0,0
53.948324,-1.044175,356,1710511583,0,0,0
53.948324,-1.044175,356,1710511583,0,0,0
53.948324,-1.044175,356,1710511583,0,0,0
53.948324,-1.044175,356,1710511583,0,0,0
53.948324,-1.044175,356,1710511583,0,0,0
53.948324,-1.044175,356,1710511583,0,0,0
53.948289,-1.044223,356,1710511593,0,0,0
53.948235,-1.044349,356,1710511594,0,0,0
53.94823,-1.044406,264,1710511595,0,0,0
53.948209,-1.044431,254,1710511596,0,0,0
53.948172,-1.044436,220,1710511597,0,0,0
53.948155,-1.044425,203,1710511598,0,0,0
53.948114,-1.044426,188,1710511599,0,0,0
53.948084,-1.044419,179,1710511600,0,0,0
